date      , country, conversions, spending            , campaignid, clicks, impressions, campaignname
2025-10-10, PE     ,           2,  4.0                ,  448843020,      0,       41970, PE_Doradobet_Bono_Bienvenida_Desk_CPA
2025-10-10, PE     ,           3,  6.0                ,  448843620,      0,       58656, PE_Doradobet_Bono_Bienvenida_Mob_CPA
2025-10-10, SV     ,           1, 10.423198           ,  437511420,      0,       18245, ES_Doradobet_Popunder_Regalo_Bono_Mob_CPAT
2025-10-10, SV     ,           1,  0.833267           ,  437512020,      0,        2259, ES_Doradobet_Popunder_Regalo_Bono_Desk_CPAT
2025-10-10, SV     ,           0,  0.0                ,  442119420,      0,        4742, ES_Doradobet_Popunder_Regalo_Registro_Mobile_CPAT
2025-10-10, SV     ,           0,  0.0                ,  449842020,      0,       14139, ES_Doradobet_Popunder_Deportivas_CPA
2025-10-11, CR     ,           1,  1.0                ,  458606220,      0,        4228, CR_Doradobet_PopUnder_Regalo_por_registro_Mobil
2025-10-11, CR     ,           0,  0.0                ,  458971620,      0,        5058, CR_Doradobet_PopUnder_Regalo_por_registro_Desk
2025-10-11, CR     ,           0,  9.989847000000001  ,  458990820,      0,       21256, CR_Doradobet_PopUnder_Regalo_por_registro_CPAT
2025-10-11, EC     ,           0, 18.098608000000034  ,  437525820,      0,       43367, EC_Ecuabet_DeportivasMixtas_Mob_CPAT
2025-10-11, EC     ,           3, 15.528180999999998  ,  444589020,      0,       35109, EC_Ecuabet_Popunder_Casino_Desk_CPAT
2025-10-11, EC     ,           1, 61.094509999999964  ,  444589620,      0,       89563, EC_Ecuabet_Popunder_Casino_Mob_CPAT
2025-10-11, EC     ,           0, 11.521929           ,  444590820,      0,       29739, EC_Ecuabet_DeportivasMixtas_Desk_CPAT
2025-10-11, EC     ,           0, 10.663457999999995  ,  444595020,      0,       30156, DB_Ecuado_Popunder_Crash_Game_Desk_CPA
2025-10-11, EC     ,           4,  8.0                ,  449832420,      0,       59709, EC_Doradobet_Popunder_lLiga_Pro_Mobile_CPA
2025-10-11, EC     ,           1,  2.0                ,  449833020,      0,       35035, EC_Doradobet_Popunder_Crash_Game_Mobile_CPA
2025-10-11, EC     ,           3,  9.0                ,  449834820,      0,       79002, EC_Doradobet_Popunder_Sorteo_Carro_Mobile_CPA
2025-10-11, NI     ,           0,  2.419623           ,  437521620,      0,       12713, NI_Doradobet_Poker_Ruleta_MOBIEL_CPAT
2025-10-11, NI     ,           1,  3.150353999999999  ,  437522820,      0,       12303, NI_Doradobet_Reglo_Registro_MOBIEL_CPA
2025-10-11, NI     ,           0,  0.188891           ,  437523420,      0,        1399, NI_Doradobet_Reglo_Registro_DESK_CPA
2025-10-11, PE     ,           7, 14.0                ,  448843020,      0,      123827, PE_Doradobet_Bono_Bienvenida_Desk_CPA
2025-10-11, PE     ,           5, 10.0                ,  448843620,      0,      267438, PE_Doradobet_Bono_Bienvenida_Mob_CPA
2025-10-11, SV     ,          22, 55.83344299999986   ,  437511420,      0,       83964, ES_Doradobet_Popunder_Regalo_Bono_Mob_CPAT
2025-10-11, SV     ,           1,  5.148167999999999  ,  437512020,      0,       12888, ES_Doradobet_Popunder_Regalo_Bono_Desk_CPAT
2025-10-11, SV     ,           3,  6.0                ,  442119420,      0,       33710, ES_Doradobet_Popunder_Regalo_Registro_Mobile_CPAT
2025-10-11, SV     ,           3,  6.0                ,  449842020,      0,       89319, ES_Doradobet_Popunder_Deportivas_CPA
2025-10-12, CR     ,           0,  0.0                ,  458606220,      0,        5908, CR_Doradobet_PopUnder_Regalo_por_registro_Mobil
2025-10-12, CR     ,           0,  0.0                ,  458971620,      0,        5332, CR_Doradobet_PopUnder_Regalo_por_registro_Desk
2025-10-12, CR     ,           1,  9.867784           ,  458990820,      0,       19886, CR_Doradobet_PopUnder_Regalo_por_registro_CPAT
2025-10-12, EC     ,           3, 11.983016000000001  ,  437525820,      0,       22229, EC_Ecuabet_DeportivasMixtas_Mob_CPAT
2025-10-12, EC     ,           0,  1.7303680000000004 ,  444589020,      0,        7451, EC_Ecuabet_Popunder_Casino_Desk_CPAT
2025-10-12, EC     ,           0, 14.764834000000006  ,  444589620,      0,       27987, EC_Ecuabet_Popunder_Casino_Mob_CPAT
2025-10-12, EC     ,           0,  2.38336            ,  444590820,      0,        6188, EC_Ecuabet_DeportivasMixtas_Desk_CPAT
2025-10-12, EC     ,           0,  2.2427440000000005 ,  444595020,      0,        5788, DB_Ecuado_Popunder_Crash_Game_Desk_CPA
2025-10-12, EC     ,           0,  0.0                ,  449832420,      0,       18320, EC_Doradobet_Popunder_lLiga_Pro_Mobile_CPA
2025-10-12, EC     ,           0,  0.0                ,  449833020,      0,       12318, EC_Doradobet_Popunder_Crash_Game_Mobile_CPA
2025-10-12, EC     ,           0,  0.0                ,  449834820,      0,       16919, EC_Doradobet_Popunder_Sorteo_Carro_Mobile_CPA
2025-10-12, NI     ,           1,  2.576232           ,  437521620,      0,       10937, NI_Doradobet_Poker_Ruleta_MOBIEL_CPAT
2025-10-12, NI     ,           2,  2.9468739999999998 ,  437522820,      0,        9951, NI_Doradobet_Reglo_Registro_MOBIEL_CPA
2025-10-12, NI     ,           0,  0.151194           ,  437523420,      0,        1192, NI_Doradobet_Reglo_Registro_DESK_CPA
2025-10-12, PE     ,           0,  0.0                ,  448843020,      0,       69646, PE_Doradobet_Bono_Bienvenida_Desk_CPA
2025-10-12, PE     ,           1,  2.0                ,  448843620,      0,      101297, PE_Doradobet_Bono_Bienvenida_Mob_CPA
2025-10-12, SV     ,           0, 14.607122000000004  ,  437511420,      0,       23305, ES_Doradobet_Popunder_Regalo_Bono_Mob_CPAT
2025-10-12, SV     ,           0,  1.19425            ,  437512020,      0,        3670, ES_Doradobet_Popunder_Regalo_Bono_Desk_CPAT
2025-10-12, SV     ,           0,  0.0                ,  442119420,      0,        9108, ES_Doradobet_Popunder_Regalo_Registro_Mobile_CPAT
2025-10-12, SV     ,           0,  0.0                ,  449842020,      0,       21437, ES_Doradobet_Popunder_Deportivas_CPA
2025-10-13, CR     ,           0,  0.0                ,  458606220,      0,        4031, CR_Doradobet_PopUnder_Regalo_por_registro_Mobil
2025-10-13, CR     ,           0,  0.0                ,  458971620,      0,        3252, CR_Doradobet_PopUnder_Regalo_por_registro_Desk
2025-10-13, CR     ,           1,  8.440056           ,  458990820,      0,       15868, CR_Doradobet_PopUnder_Regalo_por_registro_CPAT
2025-10-13, EC     ,           0,  9.862724000000002  ,  437525820,      0,       18853, EC_Ecuabet_DeportivasMixtas_Mob_CPAT
2025-10-13, EC     ,           0,  1.260808           ,  444589020,      0,        5460, EC_Ecuabet_Popunder_Casino_Desk_CPAT
2025-10-13, EC     ,           0,  9.605247000000002  ,  444589620,      0,       19292, EC_Ecuabet_Popunder_Casino_Mob_CPAT
2025-10-13, EC     ,           0,  1.7249649999999999 ,  444590820,      0,        4363, EC_Ecuabet_DeportivasMixtas_Desk_CPAT
2025-10-13, EC     ,           0,  1.883794           ,  444595020,      0,        4679, DB_Ecuado_Popunder_Crash_Game_Desk_CPA
2025-10-13, EC     ,           0,  0.0                ,  449832420,      0,       11382, EC_Doradobet_Popunder_lLiga_Pro_Mobile_CPA
2025-10-13, EC     ,           0,  0.0                ,  449833020,      0,        8151, EC_Doradobet_Popunder_Crash_Game_Mobile_CPA
2025-10-13, EC     ,           0,  0.0                ,  449834820,      0,        9551, EC_Doradobet_Popunder_Sorteo_Carro_Mobile_CPA
2025-10-13, NI     ,           0,  2.27096            ,  437521620,      0,        7615, NI_Doradobet_Poker_Ruleta_MOBIEL_CPAT
2025-10-13, NI     ,           0,  2.953802           ,  437522820,      0,        9243, NI_Doradobet_Reglo_Registro_MOBIEL_CPA
2025-10-13, NI     ,           0,  0.14583400000000002,  437523420,      0,         931, NI_Doradobet_Reglo_Registro_DESK_CPA
2025-10-13, PE     ,           4,  8.0                ,  448843020,      0,       52173, PE_Doradobet_Bono_Bienvenida_Desk_CPA
2025-10-13, PE     ,           0,  0.0                ,  448843620,      0,       27018, PE_Doradobet_Bono_Bienvenida_Mob_CPA
2025-10-13, SV     ,           0,  8.363975           ,  437511420,      0,       14750, ES_Doradobet_Popunder_Regalo_Bono_Mob_CPAT
2025-10-13, SV     ,           0,  0.8830690000000001 ,  437512020,      0,        2655, ES_Doradobet_Popunder_Regalo_Bono_Desk_CPAT
2025-10-13, SV     ,           0,  0.0                ,  442119420,      0,        4732, ES_Doradobet_Popunder_Regalo_Registro_Mobile_CPAT
2025-10-13, SV     ,           0,  0.0                ,  449842020,      0,        8973, ES_Doradobet_Popunder_Deportivas_CPA
2025-10-14, CR     ,           0,  0.0                ,  458606220,      0,        8306, CR_Doradobet_PopUnder_Regalo_por_registro_Mobil
2025-10-14, CR     ,           0,  0.0                ,  458971620,      0,        6268, CR_Doradobet_PopUnder_Regalo_por_registro_Desk
2025-10-14, CR     ,           6, 15.435901000000005  ,  458990820,      0,       28165, CR_Doradobet_PopUnder_Regalo_por_registro_CPAT
2025-10-14, EC     ,           0, 11.278310999999999  ,  437525820,      0,       20011, EC_Ecuabet_DeportivasMixtas_Mob_CPAT
2025-10-14, EC     ,           0,  1.9623380000000004 ,  444589020,      0,        7533, EC_Ecuabet_Popunder_Casino_Desk_CPAT
2025-10-14, EC     ,           0, 16.317337           ,  444589620,      0,       28749, EC_Ecuabet_Popunder_Casino_Mob_CPAT
2025-10-14, EC     ,           0,  2.9649780000000003 ,  444590820,      0,        6655, EC_Ecuabet_DeportivasMixtas_Desk_CPAT
2025-10-14, EC     ,           0,  2.8983900000000005 ,  444595020,      0,        6153, DB_Ecuado_Popunder_Crash_Game_Desk_CPA
2025-10-14, EC     ,           0,  0.0                ,  449832420,      0,       17945, EC_Doradobet_Popunder_lLiga_Pro_Mobile_CPA
2025-10-14, EC     ,           0,  0.0                ,  449833020,      0,       13498, EC_Doradobet_Popunder_Crash_Game_Mobile_CPA
2025-10-14, EC     ,           1,  3.0                ,  449834820,      0,       15807, EC_Doradobet_Popunder_Sorteo_Carro_Mobile_CPA
2025-10-14, NI     ,           1,  3.2227799999999998 ,  437521620,      0,       13917, NI_Doradobet_Poker_Ruleta_MOBIEL_CPAT
2025-10-14, NI     ,           3,  3.7978580000000006 ,  437522820,      0,       15549, NI_Doradobet_Reglo_Registro_MOBIEL_CPA
2025-10-14, NI     ,           1,  0.266708           ,  437523420,      0,        1737, NI_Doradobet_Reglo_Registro_DESK_CPA
2025-10-14, PE     ,           4,  8.0                ,  448843020,      0,       48426, PE_Doradobet_Bono_Bienvenida_Desk_CPA
2025-10-14, SV     ,           2, 14.759931000000007  ,  437511420,      0,       28437, ES_Doradobet_Popunder_Regalo_Bono_Mob_CPAT
2025-10-14, SV     ,           0,  2.247452000000001  ,  437512020,      0,        5553, ES_Doradobet_Popunder_Regalo_Bono_Desk_CPAT
2025-10-14, SV     ,           0,  0.0                ,  442119420,      0,       13372, ES_Doradobet_Popunder_Regalo_Registro_Mobile_CPAT
2025-10-14, SV     ,           1,  2.0                ,  449842020,      0,       25061, ES_Doradobet_Popunder_Deportivas_CPA
