advertiser_id,campaign_id,country,day,payout.actual_adv_usd,clicks,imps,pixel.type.ftd,pixel.type.reg_finished,pixel.type.deposit,pixel.type.login,pcc_amount,pvc_amount,CPL,CPA
1251,2986,PE,2023-05-01,398.08,1500,532913,4,27,9,1788,674,9594,14.74,99.52
1251,2986,PE,2023-05-02,373.44,1261,522721,20,30,44,2860,700,13362,12.45,18.67
1251,2986,PE,2023-05-03,426.8,1185,516511,27,45,59,3262,764,17694,9.48,15.81
1251,2986,PE,2023-05-04,383.27,1367,564309,11,36,24,2592,771,14797,10.65,34.84
1251,2986,PE,2023-05-05,393.71,1430,555082,9,24,24,2136,741,12022,16.4,43.75
1251,2986,PE,2023-05-06,392.35,1313,527280,6,25,20,2742,663,14468,15.69,65.39
1251,2986,PE,2023-05-07,372.13,1593,504776,14,20,35,2601,716,14151,18.61,26.58
1251,2986,PE,2023-05-08,388.53,1275,596232,9,25,18,2480,758,15602,15.54,43.17
1251,2986,PE,2023-05-09,377.67,1265,496469,30,53,60,3781,714,18368,7.13,12.59
1251,2986,PE,2023-05-10,380.63,1372,527016,8,27,22,2521,642,14388,14.1,47.58
1251,2986,PE,2023-05-11,400.92,986,495669,10,38,18,2859,617,15575,10.55,40.09
1251,2986,PE,2023-05-12,343.48,1153,439132,19,35,32,2975,710,15333,9.81,18.08
1251,2986,PE,2023-05-13,401.8,1237,442206,14,32,29,2927,651,16116,12.56,28.7
1251,2986,PE,2023-05-14,420.09,1192,490742,15,31,24,2958,699,16914,13.55,28.01
1251,2986,PE,2023-05-15,436.33,1309,511239,14,29,20,2762,744,15093,15.05,31.17
1251,2986,PE,2023-05-16,439.51,1684,551361,17,34,40,3334,884,18104,12.93,25.85
1251,2986,PE,2023-05-17,479.74,1546,627179,23,57,65,4228,1015,22825,8.42,20.86
1251,2986,PE,2023-05-18,452.64,1745,692786,12,39,26,2510,828,15169,11.61,37.72
1251,2986,PE,2023-05-19,432.82,1522,632889,10,29,32,2557,688,15934,14.92,43.28
1251,2986,PE,2023-05-20,392.54,1446,555468,21,34,47,2832,432,14655,11.55,18.69
1251,2986,PE,2023-05-21,446.44,1416,541924,8,21,24,3016,446,16465,21.26,55.8
1251,2986,PE,2023-05-22,416.29,1514,514049,15,31,25,2376,786,13679,13.43,27.75
1251,2986,PE,2023-05-23,406.38,1561,552624,14,38,35,3475,887,20205,10.69,29.03
1251,2986,PE,2023-05-24,468.34,1832,580224,21,41,51,2958,892,16446,11.42,22.3
1251,2986,PE,2023-05-25,452.93,1136,602122,7,32,20,2763,751,15313,14.15,64.7
1251,2986,PE,2023-05-26,386.69,1477,535264,9,34,16,2362,772,12400,11.37,42.97
1251,2986,PE,2023-05-27,462.38,1639,580157,11,24,25,2620,795,14689,19.27,42.03
1251,2986,PE,2023-05-28,431.79,1700,548825,10,19,25,2509,814,14500,22.73,43.18
1251,2986,PE,2023-05-29,404.63,1319,582503,9,19,13,1925,795,11395,21.3,44.96
1251,2986,PE,2023-05-30,367.86,1410,525700,7,21,8,2029,764,10087,17.52,52.55
1251,2986,PE,2023-05-31,467.12,1503,567528,13,31,29,3609,842,16321,15.07,35.93
1251,2986,PE,2023-06-01,369.75,1367,574452,11,33,21,1760,775,11669,11.2,33.61
1251,2986,PE,2023-06-02,396.77,1594,720675,8,29,15,1328,1088,10396,13.68,49.6
1251,2986,PE,2023-06-03,438.91,3224,681723,14,26,31,1505,2019,11249,16.88,31.35
1251,2986,PE,2023-06-04,377.18,1922,614786,9,18,22,985,1003,9257,20.95,41.91
1251,2986,PE,2023-06-05,394.8,1465,699051,6,22,9,752,807,7324,17.95,65.8
1251,2986,PE,2023-06-06,334.41,1739,601726,13,26,24,1130,984,10841,12.86,25.72
1251,2986,PE,2023-06-07,342.3,1561,632749,14,34,31,867,799,9530,10.07,24.45
1251,2986,PE,2023-06-08,325.21,1504,657336,23,55,32,973,831,11001,5.91,14.14
1251,2986,PE,2023-06-09,381.43,1524,716792,10,35,15,785,917,10493,10.9,38.14
1251,2986,PE,2023-06-10,400.98,1446,682031,40,67,69,1457,996,15953,5.98,10.02
1251,2986,PE,2023-06-11,432.93,1996,873658,7,20,9,751,1046,12646,21.65,61.85
1251,2986,PE,2023-06-12,424.24,1597,851762,9,23,12,638,926,8642,18.45,47.14
1251,2986,PE,2023-06-13,379.48,1588,748897,5,19,7,662,918,12900,19.97,75.9
1251,2986,PE,2023-06-14,385.94,1466,756487,8,18,11,685,816,10881,21.44,48.24
1251,2986,PE,2023-06-15,373.11,1390,673284,12,30,13,758,792,10746,12.44,31.09
1251,2986,PE,2023-06-16,376.23,1902,720233,12,33,16,787,1022,11926,11.4,31.35
1251,2986,PE,2023-06-17,308.52,1354,521155,11,29,14,601,777,10867,10.64,28.05
1251,2986,PE,2023-06-18,359.25,1367,556510,11,21,13,637,805,10319,17.11,32.66
1251,2986,PE,2023-06-19,331.84,1621,633106,7,28,8,713,917,9243,11.85,47.41
1251,2986,PE,2023-06-20,379.47,1777,773288,18,55,30,905,957,12261,6.9,21.08
1251,2986,PE,2023-06-21,366.09,1514,684548,11,23,13,781,768,10723,15.92,33.28
1251,2986,PE,2023-06-22,415.19,1448,749237,12,38,19,840,886,11196,10.93,34.6
1251,2986,PE,2023-06-23,474.83,1399,909493,9,27,11,654,789,8486,17.59,52.76
1251,2986,PE,2023-06-24,357.29,1245,644985,5,24,14,751,656,9727,14.89,71.46
1251,2986,PE,2023-06-25,245.23,881,511951,2,23,4,612,548,8254,10.66,122.62
1251,2986,PE,2023-06-26,258.03,1064,548502,7,26,8,555,576,7308,9.92,36.86
1251,2986,PE,2023-06-27,405.05,1145,687040,26,35,34,904,704,10038,11.57,15.58
1251,2986,PE,2023-06-28,525.96,1324,796703,10,21,15,727,856,9211,25.05,52.6
1251,2986,PE,2023-06-29,645.45,1608,889388,6,22,10,823,906,10359,29.34,107.58
1251,2986,PE,2023-06-30,397.05,1141,628859,4,17,7,597,708,8143,23.36,99.26
1251,2986,PE,2023-07-01,87.19,1019,168944,7,11,10,492,674,5583,7.93,12.46
1251,2986,PE,2023-07-02,65.06,792,122048,5,10,6,385,734,4655,6.51,13.01
1251,2986,PE,2023-07-03,64.92,503,123917,4,12,7,203,340,2606,5.41,16.23
1251,2986,PE,2023-07-04,0.0,0,0,5,4,8,69,62,1245,0.0,0.0
1251,2986,PE,2023-07-05,0.0,0,0,9,3,10,35,53,842,0.0,0.0
1251,2986,PE,2023-07-06,0.0,0,0,0,2,1,17,59,587,0.0,
1251,2986,PE,2023-07-07,0.0,0,0,5,4,7,21,75,355,0.0,0.0
1251,2986,PE,2023-07-08,0.0,0,0,1,2,4,11,58,199,0.0,0.0
1251,2986,PE,2023-07-09,0.0,0,0,1,1,1,1,48,82,0.0,0.0
1251,2986,PE,2023-07-10,0.0,0,0,0,0,0,3,37,6,,
1251,2986,PE,2023-07-11,0.0,0,0,1,0,1,4,53,2,,0.0
1251,2986,PE,2023-07-12,0.0,0,0,1,0,1,2,34,2,,0.0
1251,2986,PE,2023-07-13,0.0,0,0,0,0,1,1,31,1,,
1251,2986,PE,2023-07-14,0.0,0,0,0,0,0,1,34,0,,
1251,2986,PE,2023-07-15,0.0,0,0,0,0,2,0,27,2,,
1251,2986,PE,2023-07-16,0.0,0,0,0,0,1,0,19,1,,
1251,2986,PE,2023-07-17,0.0,0,0,1,0,2,0,24,3,,0.0
1251,2986,PE,2023-07-18,0.0,0,0,0,0,0,0,33,0,,
1251,2986,PE,2023-07-19,0.0,0,0,0,1,0,0,28,0,0.0,
1251,2986,PE,2023-07-20,0.0,0,0,0,0,0,0,11,0,,
1251,2986,PE,2023-07-21,0.0,0,0,0,0,0,0,12,0,,
1251,2986,PE,2023-07-22,0.0,0,0,0,0,0,1,11,0,,
1251,2986,PE,2023-07-23,0.0,0,0,0,0,0,0,17,0,,
1251,2986,PE,2023-07-24,0.0,0,0,0,0,1,0,7,1,,
1251,2986,PE,2023-07-25,0.0,0,0,0,0,0,0,19,0,,
1251,2986,PE,2023-07-26,0.0,0,0,0,0,0,0,7,0,,
1251,2986,PE,2023-07-27,0.0,0,0,1,0,1,0,5,2,,0.0
1251,2986,PE,2023-07-28,0.0,0,0,0,0,0,1,5,0,,
1251,2986,PE,2023-07-29,0.0,0,0,0,0,0,0,3,0,,
1251,2986,PE,2023-07-31,0.0,0,0,0,0,0,0,2,0,,
1251,2986,PE,2023-08-01,0.0,0,0,0,0,0,0,2,0,,
1251,2987,PE,2023-05-01,403.65,1669,630023,5,18,10,1484,772,8492,22.42,80.73
1251,2987,PE,2023-05-02,442.51,1577,617116,16,28,29,2650,839,12900,15.8,27.66
1251,2987,PE,2023-05-03,488.16,1661,666447,17,42,48,3085,857,16958,11.62,28.72
1251,2987,PE,2023-05-04,441.05,1722,688389,15,35,30,2333,859,14119,12.6,29.4
1251,2987,PE,2023-05-05,425.05,1455,623400,9,26,18,1889,823,11244,16.35,47.23
1251,2987,PE,2023-05-06,427.96,1160,643271,13,26,24,2344,768,13739,16.46,32.92
1251,2987,PE,2023-05-07,385.04,1443,636118,17,34,36,2156,774,12959,11.32,22.65
1251,2987,PE,2023-05-08,477.13,1972,679280,11,18,16,1822,858,13739,26.51,43.38
1251,2987,PE,2023-05-09,396.77,1520,614536,24,39,41,3048,869,17068,10.17,16.53
1251,2987,PE,2023-05-10,395.85,1394,648176,12,35,17,2049,794,13332,11.31,32.99
1251,2987,PE,2023-05-11,427.25,1567,635504,11,32,23,2299,803,14513,13.35,38.84
1251,2987,PE,2023-05-12,415.37,1293,559500,8,23,13,2357,745,14056,18.06,51.92
1251,2987,PE,2023-05-13,411.42,1334,559004,12,28,33,2443,661,15359,14.69,34.29
1251,2987,PE,2023-05-14,425.73,1740,569434,13,25,33,2449,737,15880,17.03,32.75
1251,2987,PE,2023-05-15,469.48,1948,626007,9,33,18,2136,852,13430,14.23,52.16
1251,2987,PE,2023-05-16,421.39,1813,666474,22,46,34,2802,931,16530,9.16,19.15
1251,2987,PE,2023-05-17,529.54,1875,718816,27,62,63,3100,901,19310,8.54,19.61
1251,2987,PE,2023-05-18,497.11,2074,721703,14,39,17,1894,911,12729,12.75,35.51
1251,2987,PE,2023-05-19,409.42,2124,610006,7,23,19,1910,675,13001,17.8,58.49
1251,2987,PE,2023-05-20,418.86,1760,643270,16,24,29,1959,395,11162,17.45,26.18
1251,2987,PE,2023-05-21,525.26,1810,678318,6,13,11,2109,426,13315,40.4,87.54
1251,2987,PE,2023-05-22,399.25,1443,620872,5,26,13,1741,850,11447,15.36,79.85
1251,2987,PE,2023-05-23,438.1,1551,632487,17,42,31,2532,904,17123,10.43,25.77
1251,2987,PE,2023-05-24,464.55,1880,678341,8,22,21,2283,885,14700,21.12,58.07
1251,2987,PE,2023-05-25,421.42,1781,680452,7,34,16,2042,871,13090,12.39,60.2
1251,2987,PE,2023-05-26,412.27,1636,613997,6,21,12,1772,775,10552,19.63,68.71
1251,2987,PE,2023-05-27,464.09,2268,668636,11,25,24,1951,843,12810,18.56,42.19
1251,2987,PE,2023-05-28,472.51,2016,654132,15,25,30,1838,855,12473,18.9,31.5
1251,2987,PE,2023-05-29,397.63,1929,616193,15,24,21,1577,880,10146,16.57,26.51
1251,2987,PE,2023-05-30,443.68,1795,646353,10,24,15,1593,865,9217,18.49,44.37
1251,2987,PE,2023-05-31,470.84,1999,635395,14,34,26,2788,955,13932,13.85,33.63
1251,2987,PE,2023-06-01,341.94,1506,580183,6,18,12,1435,792,11046,19.0,56.99
1251,2987,PE,2023-06-02,403.09,2004,647394,5,18,11,1232,1202,9986,22.39,80.62
1251,2987,PE,2023-06-03,465.05,2113,611135,12,24,20,1381,1420,10728,19.38,38.75
1251,2987,PE,2023-06-04,388.81,1554,534373,12,22,22,918,835,8737,17.67,32.4
1251,2987,PE,2023-06-05,376.27,1429,522444,6,16,7,669,738,6674,23.52,62.71
1251,2987,PE,2023-06-06,324.86,1438,498615,11,29,18,1560,752,11858,11.2,29.53
1251,2987,PE,2023-06-07,410.78,1719,651067,11,26,18,2078,887,14119,15.8,37.34
1251,2987,PE,2023-06-08,370.23,1495,553069,11,66,25,2343,887,15358,5.61,33.66
1251,2987,PE,2023-06-09,384.53,1597,642446,11,31,21,2197,873,15444,12.4,34.96
1251,2987,PE,2023-06-10,397.82,1646,645780,25,67,63,4384,953,25421,5.94,15.91
1251,2987,PE,2023-06-11,439.59,1830,722516,8,26,17,2521,1084,18460,16.91,54.95
1251,2987,PE,2023-06-12,403.2,1822,736467,6,21,13,2230,985,14262,19.2,67.2
1251,2987,PE,2023-06-13,404.3,1879,695404,3,22,10,2304,927,18451,18.38,134.77
1251,2987,PE,2023-06-14,455.91,1640,679403,3,18,13,2536,830,17337,25.33,151.97
1251,2987,PE,2023-06-15,504.22,1701,755805,12,32,20,2859,827,18339,15.76,42.02
1251,2987,PE,2023-06-16,453.65,1389,634543,12,30,29,3743,902,22278,15.12,37.8
1251,2987,PE,2023-06-17,383.45,1429,579718,11,19,26,2613,859,18550,20.18,34.86
1251,2987,PE,2023-06-18,452.15,1522,575647,4,19,13,2537,846,18070,23.8,113.04
1251,2987,PE,2023-06-19,516.14,1683,715889,11,16,22,2365,928,15171,32.26,46.92
1251,2987,PE,2023-06-20,527.53,1499,715123,11,33,34,2567,972,16922,15.99,47.96
1251,2987,PE,2023-06-21,628.54,1709,772945,7,17,16,1891,853,13541,36.97,89.79
1251,2987,PE,2023-06-22,648.3,2101,936679,10,33,18,2257,1052,17241,19.65,64.83
1251,2987,PE,2023-06-23,742.78,2056,943680,6,29,11,2080,1004,15689,25.61,123.8
1251,2987,PE,2023-06-24,640.66,1412,748117,7,22,15,2573,880,18163,29.12,91.52
1251,2987,PE,2023-06-25,643.16,1791,822343,13,29,18,2293,965,16766,22.18,49.47
1251,2987,PE,2023-06-26,662.05,1910,835496,6,19,10,2275,1003,15828,34.84,110.34
1251,2987,PE,2023-06-27,974.03,2291,1171853,27,54,46,4006,1250,24311,18.04,36.08
1251,2987,PE,2023-06-28,1305.47,2811,1544984,11,39,25,3106,1476,21931,33.47,118.68
1251,2987,PE,2023-06-29,1314.92,3040,1500913,11,35,24,3373,1570,23780,37.57,119.54
1251,2987,PE,2023-06-30,1114.36,3046,1443853,9,27,14,2752,1464,20961,41.27,123.82
1251,2987,PE,2023-07-01,713.35,3188,961245,6,36,24,3080,1931,21329,19.82,118.89
1251,2987,PE,2023-07-02,866.96,3240,1016790,15,28,37,3263,1887,24097,30.96,57.8
1251,2987,PE,2023-07-03,376.57,1639,546643,13,32,23,1894,937,14213,11.77,28.97
1251,2987,PE,2023-07-04,0.0,0,0,8,14,12,1054,141,6911,0.0,0.0
1251,2987,PE,2023-07-05,0.0,9,0,3,9,11,408,97,4464,0.0,0.0
1251,2987,PE,2023-07-06,0.0,0,0,6,8,9,269,110,3325,0.0,0.0
1251,2987,PE,2023-07-07,0.0,0,0,8,11,14,213,102,2673,0.0,0.0
1251,2987,PE,2023-07-08,0.0,0,0,4,9,11,196,109,1975,0.0,0.0
1251,2987,PE,2023-07-09,0.0,0,0,2,4,4,67,94,812,0.0,0.0
1251,2987,PE,2023-07-10,0.0,0,0,5,2,5,10,105,136,0.0,0.0
1251,2987,PE,2023-07-11,0.0,0,0,2,0,10,5,106,12,,0.0
1251,2987,PE,2023-07-12,0.0,0,0,1,0,10,6,80,11,,0.0
1251,2987,PE,2023-07-13,0.0,0,0,1,0,3,3,62,4,,0.0
1251,2987,PE,2023-07-14,0.0,0,0,2,1,2,1,91,2,0.0,0.0
1251,2987,PE,2023-07-15,0.0,0,0,1,0,3,3,76,4,,0.0
1251,2987,PE,2023-07-16,0.0,0,0,0,2,1,5,50,1,0.0,
1251,2987,PE,2023-07-17,0.0,0,0,1,0,4,2,46,5,,0.0
1251,2987,PE,2023-07-18,0.0,0,0,1,0,2,0,60,3,,0.0
1251,2987,PE,2023-07-19,0.0,0,0,1,2,5,2,56,4,0.0,0.0
1251,2987,PE,2023-07-20,0.0,0,0,1,0,1,0,28,2,,0.0
1251,2987,PE,2023-07-21,0.0,0,0,1,0,3,0,33,4,,0.0
1251,2987,PE,2023-07-22,0.0,0,0,1,0,3,1,42,4,,0.0
1251,2987,PE,2023-07-23,0.0,0,0,0,0,0,1,35,0,,
1251,2987,PE,2023-07-24,0.0,0,0,0,0,0,1,27,0,,
1251,2987,PE,2023-07-25,0.0,0,0,0,0,0,0,26,0,,
1251,2987,PE,2023-07-26,0.0,0,0,0,0,0,2,26,0,,
1251,2987,PE,2023-07-27,0.0,0,0,0,0,0,0,29,0,,
1251,2987,PE,2023-07-28,0.0,0,0,0,0,0,1,22,0,,
1251,2987,PE,2023-07-29,0.0,0,0,0,0,2,1,13,2,,
1251,2987,PE,2023-07-30,0.0,0,0,0,1,0,0,6,0,0.0,
1251,2987,PE,2023-07-31,0.0,0,0,0,0,0,0,8,0,,
1251,2987,PE,2023-08-01,0.0,0,0,1,0,1,0,8,0,,0.0
1251,2988,PE,2023-05-01,62.26,129,65538,0,1,1,36,66,304,62.26,inf
1251,2988,PE,2023-05-02,0.0,0,0,1,1,2,27,16,195,0.0,0.0
1251,2988,PE,2023-05-03,0.0,0,0,1,6,1,22,24,229,0.0,0.0
1251,2988,PE,2023-05-04,0.0,0,0,0,3,0,14,19,165,0.0,
1251,2988,PE,2023-05-05,0.0,0,0,0,1,0,9,22,88,0.0,
1251,2988,PE,2023-05-06,0.0,0,0,1,0,2,6,15,57,,0.0
1251,2988,PE,2023-05-07,0.0,0,0,0,0,0,2,15,25,,
1251,2988,PE,2023-05-08,0.0,0,0,0,0,0,0,13,1,,
1251,2988,PE,2023-05-09,0.0,0,0,0,1,2,2,16,1,0.0,
1251,2988,PE,2023-05-10,0.0,0,0,1,0,1,0,20,2,,0.0
1251,2988,PE,2023-05-11,0.0,0,0,0,0,0,1,21,0,,
1251,2988,PE,2023-05-12,0.0,0,0,0,0,0,0,16,0,,
1251,2988,PE,2023-05-13,0.0,0,0,0,0,0,0,16,0,,
1251,2988,PE,2023-05-14,0.0,0,0,0,0,0,0,13,0,,
1251,2988,PE,2023-05-15,0.0,0,0,0,0,0,1,12,0,,
1251,2988,PE,2023-05-16,0.0,0,0,0,0,0,3,20,0,,
1251,2988,PE,2023-05-17,0.0,0,0,0,0,0,1,23,0,,
1251,2988,PE,2023-05-18,0.0,0,0,0,0,0,0,9,0,,
1251,2988,PE,2023-05-19,0.0,0,0,1,0,2,0,6,3,,0.0
1251,2988,PE,2023-05-20,0.0,0,0,0,0,0,1,6,0,,
1251,2988,PE,2023-05-21,0.0,0,0,0,0,0,1,7,0,,
1251,2988,PE,2023-05-22,0.0,0,0,0,0,0,1,7,0,,
1251,2988,PE,2023-05-23,0.0,0,0,0,0,0,0,11,0,,
1251,2988,PE,2023-05-24,0.0,0,0,0,0,0,0,6,0,,
1251,2988,PE,2023-05-25,0.0,0,0,0,0,0,0,2,0,,
1251,2988,PE,2023-05-26,0.0,0,0,0,1,0,0,2,0,0.0,
1251,2988,PE,2023-05-27,0.0,0,0,0,0,0,0,2,0,,
1251,2988,PE,2023-05-28,0.0,0,0,0,0,0,1,4,0,,
1251,2988,PE,2023-05-30,0.0,0,0,0,0,0,0,1,0,,
1251,2988,PE,2023-06-01,88.79,990,93464,2,3,2,139,182,865,29.6,44.4
1251,2988,PE,2023-06-02,130.37,2140,137227,0,1,1,181,391,1295,130.37,inf
1251,2988,PE,2023-06-03,124.67,2333,131228,0,1,0,219,460,1293,124.67,inf
1251,2988,PE,2023-06-04,121.7,2060,128100,0,1,0,157,414,995,121.7,inf
1251,2988,PE,2023-06-05,143.01,2040,150535,0,2,0,137,411,827,71.5,inf
1251,2988,PE,2023-06-06,139.6,2312,146945,1,3,1,208,544,1278,46.53,139.6
1251,2988,PE,2023-06-07,145.68,2395,153346,4,4,5,153,530,1102,36.42,36.42
1251,2988,PE,2023-06-08,124.9,3124,131467,1,7,1,144,718,1065,17.84,124.9
1251,2988,PE,2023-06-09,136.87,3905,144076,1,4,2,133,788,1214,34.22,136.87
1251,2988,PE,2023-06-10,122.99,3082,129467,3,10,4,277,752,1839,12.3,41.0
1251,2988,PE,2023-06-11,130.49,2708,137355,0,2,1,131,627,1228,65.24,inf
1251,2988,PE,2023-06-12,136.55,3324,143738,1,3,2,116,883,872,45.52,136.55
1251,2988,PE,2023-06-13,128.02,3308,134760,0,3,0,138,777,1272,42.67,inf
1251,2988,PE,2023-06-14,118.68,2669,124929,2,4,2,177,678,1356,29.67,59.34
1251,2988,PE,2023-06-15,141.22,2506,148647,2,7,3,163,681,1379,20.17,70.61
1251,2988,PE,2023-06-16,132.93,2592,139925,2,1,2,255,780,1831,132.93,66.46
1251,2988,PE,2023-06-17,136.79,1849,143989,0,3,1,225,663,1884,45.6,inf
1251,2988,PE,2023-06-18,133.65,2379,140679,1,2,2,235,822,1753,66.82,133.65
1251,2988,PE,2023-06-19,215.65,5129,227002,1,4,1,285,1323,2037,53.91,215.65
1251,2988,PE,2023-06-20,308.85,4865,325103,1,8,4,373,1504,2642,38.61,308.85
1251,2988,PE,2023-06-21,297.42,3606,313072,1,3,1,325,1147,2479,99.14,297.42
1251,2988,PE,2023-06-22,296.72,3772,304261,1,8,1,368,1271,2951,37.09,296.72
1251,2988,PE,2023-06-23,329.4,4147,329393,2,3,2,260,1313,2090,109.8,164.7
1251,2988,PE,2023-06-24,306.13,4460,306122,3,13,4,324,1362,2613,23.55,102.04
1251,2988,PE,2023-06-25,303.73,3361,303728,1,4,1,294,1204,2425,75.93,303.73
1251,2988,PE,2023-06-26,341.85,4829,341844,0,2,0,282,1421,1987,170.92,inf
1251,2988,PE,2023-06-27,369.8,4691,368799,5,11,9,744,1725,4658,33.62,73.96
1251,2988,PE,2023-06-28,388.98,4883,409894,2,5,5,748,1682,5737,77.8,194.49
1251,2988,PE,2023-06-29,360.4,5086,354730,3,3,5,867,1805,6166,120.13,120.13
1251,2988,PE,2023-06-30,590.04,4885,550515,0,7,0,697,1667,5932,84.29,inf
1251,2988,PE,2023-07-01,365.16,1280,330630,1,6,2,497,559,3232,60.86,365.16
1251,2988,PE,2023-07-02,0.0,0,0,1,3,1,143,129,971,0.0,0.0
1251,2988,PE,2023-07-03,26.21,494,22794,1,0,2,99,222,634,inf,26.21
1251,2988,PE,2023-07-04,0.0,0,0,1,4,2,57,93,400,0.0,0.0
1251,2988,PE,2023-07-05,0.0,0,0,1,2,2,34,81,284,0.0,0.0
1251,2988,PE,2023-07-06,0.0,0,0,0,1,0,16,96,203,0.0,
1251,2988,PE,2023-07-07,0.0,0,0,0,1,0,13,114,163,0.0,
1251,2988,PE,2023-07-08,0.0,0,0,0,0,2,8,130,28,,
1251,2988,PE,2023-07-09,0.0,0,0,0,1,0,3,97,3,0.0,
1251,2988,PE,2023-07-10,0.0,0,0,0,0,0,0,89,0,,
1251,2988,PE,2023-07-11,0.0,0,0,1,2,1,1,99,0,0.0,0.0
1251,2988,PE,2023-07-12,0.0,0,0,0,1,0,3,91,0,0.0,
1251,2988,PE,2023-07-13,0.0,0,0,0,0,0,2,74,0,,
1251,2988,PE,2023-07-14,0.0,0,0,0,1,1,1,82,1,0.0,
1251,2988,PE,2023-07-15,0.0,0,0,0,0,0,0,70,0,,
1251,2988,PE,2023-07-16,0.0,0,0,0,0,0,1,69,0,,
1251,2988,PE,2023-07-17,0.0,0,0,0,0,0,0,60,0,,
1251,2988,PE,2023-07-18,0.0,0,0,0,0,0,2,63,0,,
1251,2988,PE,2023-07-19,0.0,0,0,0,0,1,2,72,1,,
1251,2988,PE,2023-07-20,0.0,0,0,0,0,0,0,34,0,,
1251,2988,PE,2023-07-21,0.0,0,0,0,0,0,1,39,0,,
1251,2988,PE,2023-07-22,0.0,0,0,1,1,2,1,38,1,0.0,0.0
1251,2988,PE,2023-07-23,0.0,0,0,0,0,0,1,39,0,,
1251,2988,PE,2023-07-24,0.0,0,0,0,0,0,1,18,0,,
1251,2988,PE,2023-07-25,0.0,0,0,0,0,0,1,21,0,,
1251,2988,PE,2023-07-26,0.0,0,0,0,0,0,0,28,0,,
1251,2988,PE,2023-07-27,0.0,0,0,0,0,0,0,22,0,,
1251,2988,PE,2023-07-28,0.0,0,0,0,0,0,0,11,0,,
1251,2988,PE,2023-07-29,0.0,0,0,0,0,0,0,11,0,,
1251,2988,PE,2023-07-30,0.0,0,0,0,0,0,0,4,0,,
1251,3330,PE,2023-05-01,0.0,0,0,0,0,0,0,1,0,,
1251,3330,PE,2023-05-02,0.0,0,0,1,0,1,0,1,2,,0.0
1251,3330,PE,2023-05-03,0.0,0,0,0,0,0,0,2,0,,
1251,3648,PE,2023-07-03,75.78,1483,65896,0,0,0,100,446,498,inf,inf
1251,3648,PE,2023-07-04,160.21,3416,139310,0,2,0,150,1042,991,80.1,inf
1251,3648,PE,2023-07-05,160.59,2805,139641,0,2,0,78,887,713,80.3,inf
1251,3648,PE,2023-07-06,158.02,2076,97695,0,2,0,63,611,618,79.01,inf
1251,3648,PE,2023-07-07,38.44,932,33426,0,2,0,49,306,476,19.22,inf
1251,3648,PE,2023-07-08,113.42,1931,95530,1,0,1,70,539,729,inf,113.42
1251,3648,PE,2023-07-09,182.0,3467,151665,1,3,1,58,948,810,60.67,182.0
1251,3648,PE,2023-07-10,183.93,3001,153276,0,1,0,70,960,1101,183.93,inf
1251,3648,PE,2023-07-11,203.52,3415,169600,0,0,0,107,945,1251,inf,inf
1251,3648,PE,2023-07-12,199.77,3221,166474,0,0,0,86,937,1117,inf,inf
1251,3648,PE,2023-07-13,186.83,3402,155690,0,4,0,61,1023,1035,46.71,inf
1251,3648,PE,2023-07-14,195.74,3524,163119,0,2,0,79,1137,1295,97.87,inf
1251,3648,PE,2023-07-15,191.68,3578,159734,1,3,1,88,1152,1286,63.89,191.68
1251,3648,PE,2023-07-16,198.16,3291,165136,1,6,1,70,1083,1088,33.03,198.16
1251,3648,PE,2023-07-17,204.59,3743,170487,0,0,0,55,1192,998,inf,inf
1251,3648,PE,2023-07-18,201.79,3165,168157,0,2,1,56,1085,1107,100.9,inf
1251,3648,PE,2023-07-19,196.5,4745,163748,0,3,1,115,1787,1217,65.5,inf
1251,3648,PE,2023-07-20,186.73,2330,155609,0,5,0,63,814,778,37.35,inf
1251,3648,PE,2023-07-21,167.58,1388,139648,1,2,1,62,525,849,83.79,167.58
1251,3648,PE,2023-07-22,188.95,1571,157454,0,8,0,55,648,845,23.62,inf
1251,3648,PE,2023-07-23,204.75,2428,170622,0,8,1,45,1045,840,25.59,inf
1251,3648,PE,2023-07-24,176.47,2108,147054,2,7,2,34,730,714,25.21,88.24
1251,3648,PE,2023-07-25,167.44,1413,139534,0,4,1,52,589,990,41.86,inf
1251,3648,PE,2023-07-26,131.66,1433,109715,1,1,1,52,490,951,131.66,131.66
1251,3648,PE,2023-07-27,102.1,1035,85086,2,4,2,59,515,1014,25.52,51.05
1251,3648,PE,2023-07-28,81.58,1071,67982,1,4,1,59,503,961,20.4,81.58
1251,3648,PE,2023-07-29,108.78,1069,90647,0,3,0,62,443,801,36.26,inf
1251,3648,PE,2023-07-30,89.6,805,74662,1,5,1,48,479,772,17.92,89.6
1251,3648,PE,2023-07-31,77.87,883,64891,1,2,1,56,435,786,38.94,77.87
1251,3648,PE,2023-08-01,54.31,1199,45261,1,6,1,72,531,741,9.05,54.31
1251,3648,PE,2023-08-02,53.25,1213,44374,0,3,2,25,434,450,17.75,inf
1251,3648,PE,2023-08-03,55.61,1104,46338,1,3,1,29,385,479,18.54,55.61
1251,3648,PE,2023-08-04,48.06,1231,40048,0,1,1,19,430,243,48.06,inf
1251,3648,PE,2023-08-05,56.61,1148,47174,0,0,0,20,405,224,inf,inf
